"Date";"Time";"Global_active_power";"Global_reactive_power";"Voltage";"Global_intensity";"Sub_metering_1";"Sub_metering_2";"Sub_metering_3";"dtm"
"1/2/2007";"00:38:00";0.33;0.13;243.65;1.4;0;0;0;2007-02-01 00:38:00
"1/2/2007";"00:40:00";0.328;0.13;243.79;1.4;0;0;0;2007-02-01 00:40:00
"1/2/2007";"00:42:00";0.324;0.126;242.98;1.4;0;0;0;2007-02-01 00:42:00
"1/2/2007";"00:44:00";0.322;0.124;242.6;1.4;0;0;0;2007-02-01 00:44:00
"1/2/2007";"00:46:00";0.318;0.118;241.32;1.4;0;0;0;2007-02-01 00:46:00
"1/2/2007";"00:48:00";0.316;0.116;240.93;1.4;0;0;0;2007-02-01 00:48:00
"1/2/2007";"00:50:00";0.222;0;240.93;1;0;0;0;2007-02-01 00:50:00
"1/2/2007";"00:52:00";0.222;0;240.52;1;0;0;0;2007-02-01 00:52:00
"1/2/2007";"00:54:00";0.224;0;241.59;1;0;0;0;2007-02-01 00:54:00
"1/2/2007";"00:56:00";0.226;0;242.88;1;0;0;0;2007-02-01 00:56:00
"1/2/2007";"00:58:00";0.224;0;242.2;1;0;0;0;2007-02-01 00:58:00
"1/2/2007";"01:00:00";0.222;0;240.89;1;0;0;0;2007-02-01 01:00:00
"1/2/2007";"01:02:00";0.26;0;240.64;1.2;0;0;0;2007-02-01 01:02:00
"1/2/2007";"01:04:00";0.302;0.094;242.18;1.2;0;0;0;2007-02-01 01:04:00
"1/2/2007";"01:06:00";0.302;0.096;242.77;1.2;0;0;0;2007-02-01 01:06:00
"1/2/2007";"01:08:00";0.298;0.094;242.38;1.2;0;0;0;2007-02-01 01:08:00
"1/2/2007";"01:10:00";0.296;0.096;242.61;1.2;0;0;0;2007-02-01 01:10:00
"1/2/2007";"01:12:00";0.258;0;242.66;1;0;0;0;2007-02-01 01:12:00
"1/2/2007";"01:14:00";0.228;0;243.53;1;0;0;0;2007-02-01 01:14:00
"1/2/2007";"01:16:00";0.434;0.252;242.83;2.2;0;0;0;2007-02-01 01:16:00
"1/2/2007";"01:18:00";0.414;0.254;243.35;2;0;1;0;2007-02-01 01:18:00
"1/2/2007";"01:20:00";0.41;0.246;241.63;2;0;2;0;2007-02-01 01:20:00
"1/2/2007";"01:22:00";0.408;0.248;242.17;2;0;2;0;2007-02-01 01:22:00
"1/2/2007";"01:24:00";0.402;0.242;241.14;1.8;0;1;0;2007-02-01 01:24:00
"1/2/2007";"01:26:00";0.402;0.246;241.95;1.8;0;1;0;2007-02-01 01:26:00
"1/2/2007";"01:28:00";0.402;0.25;242.6;1.8;0;1;0;2007-02-01 01:28:00
"1/2/2007";"01:30:00";0.336;0.156;241.88;1.6;0;2;0;2007-02-01 01:30:00
"1/2/2007";"01:32:00";0.3;0.104;240.68;1.2;0;1;0;2007-02-01 01:32:00
"1/2/2007";"01:34:00";0.298;0.106;241;1.2;0;1;0;2007-02-01 01:34:00
"1/2/2007";"01:36:00";0.298;0.106;241.09;1.2;0;1;0;2007-02-01 01:36:00
"1/2/2007";"01:38:00";0.298;0.106;241.21;1.2;0;1;0;2007-02-01 01:38:00
"1/2/2007";"01:40:00";0.296;0.108;241.4;1.2;0;1;0;2007-02-01 01:40:00
"1/2/2007";"01:42:00";0.296;0.106;241.37;1.2;0;2;0;2007-02-01 01:42:00
"1/2/2007";"01:44:00";0.294;0.106;241.27;1.2;0;1;0;2007-02-01 01:44:00
"1/2/2007";"01:46:00";0.224;0;241.76;1;0;0;0;2007-02-01 01:46:00
"1/2/2007";"01:48:00";0.224;0;242.15;1;0;0;0;2007-02-01 01:48:00
"1/2/2007";"01:50:00";0.298;0.088;241.02;1.2;0;0;0;2007-02-01 01:50:00
"1/2/2007";"01:52:00";0.298;0.088;241.06;1.2;0;0;0;2007-02-01 01:52:00
"1/2/2007";"01:54:00";0.3;0.094;242.29;1.2;0;0;0;2007-02-01 01:54:00
"1/2/2007";"01:56:00";0.386;0.19;242.48;1.8;0;0;0;2007-02-01 01:56:00
"1/2/2007";"01:58:00";0.398;0.222;242.11;1.8;0;0;0;2007-02-01 01:58:00
"1/2/2007";"02:00:00";0.324;0.116;240.33;1.4;0;0;0;2007-02-01 02:00:00
"1/2/2007";"02:02:00";0.328;0.13;243.12;1.4;0;0;0;2007-02-01 02:02:00
"1/2/2007";"02:04:00";0.324;0.128;243.09;1.4;0;0;0;2007-02-01 02:04:00
"1/2/2007";"02:06:00";0.322;0.124;242.21;1.4;0;0;0;2007-02-01 02:06:00
"1/2/2007";"02:08:00";0.322;0.126;242.57;1.4;0;0;0;2007-02-01 02:08:00
"1/2/2007";"02:10:00";0.322;0.13;243.28;1.4;0;0;0;2007-02-01 02:10:00
"1/2/2007";"02:12:00";0.228;0;244.09;1;0;0;0;2007-02-01 02:12:00
"1/2/2007";"02:14:00";0.228;0;244.02;1;0;0;0;2007-02-01 02:14:00
"1/2/2007";"02:16:00";0.226;0;243.06;1;0;0;0;2007-02-01 02:16:00
"1/2/2007";"02:18:00";0.228;0;243.91;1;0;0;0;2007-02-01 02:18:00
"1/2/2007";"02:20:00";0.228;0;243.55;1;0;0;0;2007-02-01 02:20:00
"1/2/2007";"02:22:00";0.226;0;242.42;1;0;0;0;2007-02-01 02:22:00
"1/2/2007";"02:24:00";0.228;0;243.37;1;0;0;0;2007-02-01 02:24:00
"1/2/2007";"02:26:00";0.226;0;243.22;1;0;0;0;2007-02-01 02:26:00
"1/2/2007";"02:28:00";0.228;0;243.76;1;0;0;0;2007-02-01 02:28:00
"1/2/2007";"02:30:00";0.226;0;243.17;1;0;0;0;2007-02-01 02:30:00
"1/2/2007";"02:32:00";0.228;0;244.1;1;0;0;0;2007-02-01 02:32:00
"1/2/2007";"02:34:00";0.23;0;244.98;1;0;0;0;2007-02-01 02:34:00
"1/2/2007";"02:36:00";0.292;0.06;244.42;1.4;0;0;0;2007-02-01 02:36:00
"1/2/2007";"02:38:00";0.416;0.238;243.83;2;0;0;0;2007-02-01 02:38:00
"1/2/2007";"02:40:00";0.436;0.276;244.66;2;0;0;0;2007-02-01 02:40:00
"1/2/2007";"02:42:00";0.432;0.28;245.06;2;0;0;0;2007-02-01 02:42:00
"1/2/2007";"02:44:00";0.424;0.27;243.58;2;0;0;0;2007-02-01 02:44:00
"1/2/2007";"02:46:00";0.35;0.16;243.19;1.6;0;0;0;2007-02-01 02:46:00
"1/2/2007";"02:48:00";0.348;0.162;243.6;1.6;0;0;0;2007-02-01 02:48:00
"1/2/2007";"02:50:00";0.346;0.162;243.44;1.6;0;0;0;2007-02-01 02:50:00
"1/2/2007";"02:52:00";0.256;0;243.34;1;0;0;0;2007-02-01 02:52:00
"1/2/2007";"02:54:00";0.252;0;242.96;1;0;0;0;2007-02-01 02:54:00
"1/2/2007";"02:56:00";0.252;0;243.16;1;0;0;0;2007-02-01 02:56:00
"1/2/2007";"02:58:00";0.252;0;243.36;1;0;0;0;2007-02-01 02:58:00
"1/2/2007";"03:00:00";0.252;0;243.5;1;0;0;0;2007-02-01 03:00:00
"1/2/2007";"03:02:00";0.254;0;244.24;1;0;0;0;2007-02-01 03:02:00
"1/2/2007";"03:04:00";0.254;0;243.99;1;0;0;0;2007-02-01 03:04:00
"1/2/2007";"03:06:00";0.252;0;243.4;1;0;0;0;2007-02-01 03:06:00
"1/2/2007";"03:08:00";0.252;0;243.55;1;0;0;0;2007-02-01 03:08:00
"1/2/2007";"03:10:00";0.254;0;243.74;1;0;0;0;2007-02-01 03:10:00
"1/2/2007";"03:12:00";0.25;0;242.84;1;0;0;0;2007-02-01 03:12:00
"1/2/2007";"03:14:00";0.25;0;242.48;1;0;0;0;2007-02-01 03:14:00
"1/2/2007";"03:16:00";0.25;0;242.76;1;0;0;0;2007-02-01 03:16:00
"1/2/2007";"03:18:00";0.368;0.15;242.49;1.6;0;0;0;2007-02-01 03:18:00
"1/2/2007";"03:20:00";0.358;0.162;243.33;1.6;0;0;0;2007-02-01 03:20:00
"1/2/2007";"03:22:00";0.356;0.162;243.44;1.6;0;0;0;2007-02-01 03:22:00
"1/2/2007";"03:24:00";0.406;0.234;243;1.8;0;0;0;2007-02-01 03:24:00
"1/2/2007";"03:26:00";0.402;0.236;243.5;1.8;0;0;0;2007-02-01 03:26:00
"1/2/2007";"03:28:00";0.4;0.234;243.34;1.8;0;0;0;2007-02-01 03:28:00
"1/2/2007";"03:30:00";0.396;0.238;243.86;1.8;0;0;0;2007-02-01 03:30:00
"1/2/2007";"03:32:00";0.346;0.166;242.99;1.6;0;0;0;2007-02-01 03:32:00
"1/2/2007";"03:34:00";0.224;0;242.06;1;0;0;0;2007-02-01 03:34:00
"1/2/2007";"03:36:00";0.226;0;242.34;1;0;0;0;2007-02-01 03:36:00
"1/2/2007";"03:38:00";0.228;0;243.71;1;0;0;0;2007-02-01 03:38:00
"1/2/2007";"03:40:00";0.23;0;244.69;1;0;0;0;2007-02-01 03:40:00
"1/2/2007";"03:42:00";0.23;0;244.38;1;0;0;0;2007-02-01 03:42:00
"1/2/2007";"03:44:00";0.228;0;244.16;1;0;0;0;2007-02-01 03:44:00
"1/2/2007";"03:46:00";0.312;0.12;244.13;1.4;0;1;0;2007-02-01 03:46:00
"1/2/2007";"03:48:00";0.312;0.118;243.96;1.4;0;2;0;2007-02-01 03:48:00
"1/2/2007";"03:50:00";0.312;0.118;243.84;1.4;0;2;0;2007-02-01 03:50:00
"1/2/2007";"03:52:00";0.314;0.122;244.5;1.4;0;1;0;2007-02-01 03:52:00
"1/2/2007";"03:54:00";0.314;0.122;244.56;1.4;0;1;0;2007-02-01 03:54:00
"1/2/2007";"03:56:00";0.31;0.116;243.55;1.4;0;1;0;2007-02-01 03:56:00
"1/2/2007";"03:58:00";0.308;0.112;242.74;1.4;0;2;0;2007-02-01 03:58:00
"1/2/2007";"04:00:00";0.416;0.25;242.71;2;0;1;0;2007-02-01 04:00:00
"1/2/2007";"04:02:00";0.408;0.248;242.36;2;0;1;0;2007-02-01 04:02:00
"1/2/2007";"04:04:00";0.404;0.248;242.18;2;0;2;0;2007-02-01 04:04:00
"1/2/2007";"04:06:00";0.4;0.246;241.98;1.8;0;1;0;2007-02-01 04:06:00
"1/2/2007";"04:08:00";0.396;0.246;241.92;1.8;0;1;0;2007-02-01 04:08:00
"1/2/2007";"04:10:00";0.396;0.252;242.99;1.8;0;1;0;2007-02-01 04:10:00
"1/2/2007";"04:12:00";0.47;0.358;242.94;2.4;0;1;0;2007-02-01 04:12:00
"1/2/2007";"04:14:00";0.348;0.17;242.85;1.6;0;0;0;2007-02-01 04:14:00
"1/2/2007";"04:16:00";0.302;0.094;242.65;1.2;0;0;0;2007-02-01 04:16:00
"1/2/2007";"04:18:00";0.3;0.1;243.6;1.2;0;0;0;2007-02-01 04:18:00
"1/2/2007";"04:20:00";0.292;0.086;243.38;1.2;0;0;0;2007-02-01 04:20:00
"1/2/2007";"04:22:00";0.228;0;243.73;1;0;0;0;2007-02-01 04:22:00
"1/2/2007";"04:24:00";0.23;0;244.98;1;0;0;0;2007-02-01 04:24:00
"1/2/2007";"04:26:00";0.234;0;244.3;1;0;0;0;2007-02-01 04:26:00
"1/2/2007";"04:28:00";0.25;0;243.23;1;0;0;0;2007-02-01 04:28:00
"1/2/2007";"04:30:00";0.226;0;242.75;1;0;0;0;2007-02-01 04:30:00
"1/2/2007";"04:32:00";0.228;0;243.3;1;0;0;0;2007-02-01 04:32:00
"1/2/2007";"04:34:00";0.226;0;242.69;1;0;0;0;2007-02-01 04:34:00
"1/2/2007";"04:36:00";0.224;0;242.16;1;0;0;0;2007-02-01 04:36:00
"1/2/2007";"04:38:00";0.224;0;242.02;1;0;0;0;2007-02-01 04:38:00
"1/2/2007";"04:40:00";0.32;0.09;243.16;1.4;0;0;0;2007-02-01 04:40:00
"1/2/2007";"04:42:00";0.332;0.122;242.15;1.4;0;0;0;2007-02-01 04:42:00
"1/2/2007";"04:44:00";0.328;0.124;242.18;1.4;0;0;0;2007-02-01 04:44:00
"1/2/2007";"04:46:00";0.326;0.122;242.01;1.4;0;0;0;2007-02-01 04:46:00
"1/2/2007";"04:48:00";0.322;0.12;241.5;1.4;0;0;0;2007-02-01 04:48:00
"1/2/2007";"04:50:00";0.32;0.122;241.78;1.4;0;0;0;2007-02-01 04:50:00
"1/2/2007";"04:52:00";0.32;0.12;241.88;1.4;0;0;0;2007-02-01 04:52:00
"1/2/2007";"04:54:00";0.27;0.052;241.92;1.2;0;0;0;2007-02-01 04:54:00
"1/2/2007";"04:56:00";0.224;0;241.38;1;0;0;0;2007-02-01 04:56:00
"1/2/2007";"04:58:00";0.222;0;240.81;1;0;0;0;2007-02-01 04:58:00
"1/2/2007";"05:00:00";0.3;0.09;241.54;1.2;0;0;0;2007-02-01 05:00:00
"1/2/2007";"05:02:00";0.3;0.088;241.45;1.2;0;0;0;2007-02-01 05:02:00
"1/2/2007";"05:04:00";0.294;0.084;239.84;1.2;0;0;0;2007-02-01 05:04:00
"1/2/2007";"05:06:00";0.292;0.082;239.82;1.2;0;0;0;2007-02-01 05:06:00
"1/2/2007";"05:08:00";0.248;0;240.78;1;0;0;0;2007-02-01 05:08:00
"1/2/2007";"05:10:00";0.222;0;240.74;1;0;0;0;2007-02-01 05:10:00
"1/2/2007";"05:12:00";0.224;0;241.37;1;0;0;0;2007-02-01 05:12:00
"1/2/2007";"05:14:00";0.226;0;242.68;1;0;0;0;2007-02-01 05:14:00
"1/2/2007";"05:16:00";0.226;0;243.06;1;0;0;0;2007-02-01 05:16:00
"1/2/2007";"05:18:00";0.226;0;242.77;1;0;0;0;2007-02-01 05:18:00
"1/2/2007";"05:20:00";0.224;0;241.42;1;0;0;0;2007-02-01 05:20:00
"1/2/2007";"05:22:00";0.334;0.116;240.81;1.4;0;0;0;2007-02-01 05:22:00
"1/2/2007";"05:24:00";0.328;0.12;241.43;1.4;0;0;0;2007-02-01 05:24:00
"1/2/2007";"05:26:00";0.326;0.12;241.49;1.4;0;0;0;2007-02-01 05:26:00
"1/2/2007";"05:28:00";0.322;0.118;240.91;1.4;0;0;0;2007-02-01 05:28:00
"1/2/2007";"05:30:00";0.32;0.118;241.11;1.4;0;0;0;2007-02-01 05:30:00
"1/2/2007";"05:32:00";0.318;0.118;240.88;1.4;0;0;0;2007-02-01 05:32:00
"1/2/2007";"05:34:00";0.316;0.114;240.34;1.4;0;0;0;2007-02-01 05:34:00
"1/2/2007";"05:36:00";0.222;0;240.62;1;0;0;0;2007-02-01 05:36:00
"1/2/2007";"05:38:00";1.32;0;239.79;5.4;0;0;19;2007-02-01 05:38:00
"1/2/2007";"05:40:00";1.29;0;239.25;5.4;0;0;17;2007-02-01 05:40:00
"1/2/2007";"05:42:00";1.276;0;238.61;5.2;0;0;18;2007-02-01 05:42:00
"1/2/2007";"05:44:00";1.284;0;239.56;5.2;0;0;18;2007-02-01 05:44:00
"1/2/2007";"05:46:00";1.29;0;240.3;5.2;0;0;17;2007-02-01 05:46:00
"1/2/2007";"05:48:00";1.354;0.072;239.52;5.6;0;0;18;2007-02-01 05:48:00
"1/2/2007";"05:50:00";1.34;0.068;238.15;5.6;0;0;18;2007-02-01 05:50:00
"1/2/2007";"05:52:00";1.336;0.068;237.97;5.6;0;0;17;2007-02-01 05:52:00
"1/2/2007";"05:54:00";1.342;0.07;238.9;5.6;0;0;17;2007-02-01 05:54:00
"1/2/2007";"05:56:00";1.302;0;238.71;5.4;0;0;17;2007-02-01 05:56:00
"1/2/2007";"05:58:00";1.284;0;239.91;5.2;0;0;17;2007-02-01 05:58:00
"1/2/2007";"06:00:00";1.282;0;239.02;5.2;0;0;18;2007-02-01 06:00:00
"1/2/2007";"06:02:00";1.346;0;240.22;5.6;0;0;18;2007-02-01 06:02:00
"1/2/2007";"06:04:00";1.41;0.108;241.27;5.8;0;0;17;2007-02-01 06:04:00
"1/2/2007";"06:06:00";1.424;0.118;243.01;5.8;0;0;18;2007-02-01 06:06:00
"1/2/2007";"06:08:00";1.49;0.132;241.97;6.2;0;0;18;2007-02-01 06:08:00
"1/2/2007";"06:10:00";1.488;0.128;241.33;6.2;0;0;17;2007-02-01 06:10:00
"1/2/2007";"06:12:00";1.476;0.126;240.54;6;0;0;18;2007-02-01 06:12:00
"1/2/2007";"06:14:00";0.858;0.112;241.16;4;0;0;6;2007-02-01 06:14:00
"1/2/2007";"06:16:00";0.58;0.128;242.53;2.4;0;0;0;2007-02-01 06:16:00
"1/2/2007";"06:18:00";0.548;0.11;242.63;2.2;0;2;0;2007-02-01 06:18:00
"1/2/2007";"06:20:00";0.49;0.114;243.23;2;0;1;0;2007-02-01 06:20:00
"1/2/2007";"06:22:00";1.102;0.106;242.82;5;0;1;8;2007-02-01 06:22:00
"1/2/2007";"06:24:00";1.59;0.102;242.86;6.4;0;1;19;2007-02-01 06:24:00
"1/2/2007";"06:26:00";1.588;0.104;243.56;6.4;0;2;18;2007-02-01 06:26:00
"1/2/2007";"06:28:00";1.58;0.102;243.22;6.4;0;1;19;2007-02-01 06:28:00
"1/2/2007";"06:30:00";1.578;0.104;243.25;6.4;0;1;18;2007-02-01 06:30:00
"1/2/2007";"06:32:00";1.578;0.104;243.51;6.4;0;2;18;2007-02-01 06:32:00
"1/2/2007";"06:34:00";1.574;0.104;243.47;6.4;0;1;18;2007-02-01 06:34:00
"1/2/2007";"06:36:00";2.246;0.228;241.12;9.4;0;1;17;2007-02-01 06:36:00
"1/2/2007";"06:38:00";4.962;0.204;238.69;22.4;0;1;18;2007-02-01 06:38:00
"1/2/2007";"06:40:00";5.292;0.202;238.44;22.2;0;1;17;2007-02-01 06:40:00
"1/2/2007";"06:42:00";5.606;0.262;237.63;23.8;0;1;17;2007-02-01 06:42:00
"1/2/2007";"06:44:00";3.9;0.38;239.75;16.4;0;2;18;2007-02-01 06:44:00
"1/2/2007";"06:46:00";3.18;0.27;240.73;13.2;0;0;18;2007-02-01 06:46:00
"1/2/2007";"06:48:00";3.192;0.268;240.94;13.2;0;0;18;2007-02-01 06:48:00
"1/2/2007";"06:50:00";3.124;0.16;240.73;13;0;0;18;2007-02-01 06:50:00
"1/2/2007";"06:52:00";2.808;0.124;240.93;11.6;0;0;18;2007-02-01 06:52:00
"1/2/2007";"06:54:00";2.812;0.126;241.53;11.6;0;0;18;2007-02-01 06:54:00
"1/2/2007";"06:56:00";3.004;0.118;240.63;12.4;0;0;18;2007-02-01 06:56:00
"1/2/2007";"06:58:00";2.924;0;241.08;12;0;0;18;2007-02-01 06:58:00
"1/2/2007";"07:00:00";2.708;0;241.55;11.2;0;0;18;2007-02-01 07:00:00
"1/2/2007";"07:02:00";3.026;0;240.23;12.6;0;0;17;2007-02-01 07:02:00
"1/2/2007";"07:04:00";2.938;0;239.54;12.2;0;0;17;2007-02-01 07:04:00
"1/2/2007";"07:06:00";2.934;0;240.06;12.2;0;0;18;2007-02-01 07:06:00
"1/2/2007";"07:08:00";2.842;0;238.82;11.8;0;0;18;2007-02-01 07:08:00
"1/2/2007";"07:10:00";2.36;0;242.68;9.8;0;0;18;2007-02-01 07:10:00
"1/2/2007";"07:12:00";2.126;0;242.09;8.8;0;0;18;2007-02-01 07:12:00
"1/2/2007";"07:14:00";2.108;0;241.18;8.6;0;0;17;2007-02-01 07:14:00
"1/2/2007";"07:16:00";2.12;0;240.61;8.8;0;0;18;2007-02-01 07:16:00
"1/2/2007";"07:18:00";2.06;0;239.65;8.6;0;0;17;2007-02-01 07:18:00
"1/2/2007";"07:20:00";2.448;0.094;239.06;10.2;0;0;17;2007-02-01 07:20:00
"1/2/2007";"07:22:00";2.15;0.092;239.63;9;0;0;18;2007-02-01 07:22:00
"1/2/2007";"07:24:00";2.292;0.18;239.56;9.6;0;0;18;2007-02-01 07:24:00
"1/2/2007";"07:26:00";2.494;0.212;238.52;10.4;0;0;18;2007-02-01 07:26:00
"1/2/2007";"07:28:00";3.066;0.212;239.75;12.8;0;0;18;2007-02-01 07:28:00
"1/2/2007";"07:30:00";3.07;0.222;239.36;12.8;0;0;17;2007-02-01 07:30:00
"1/2/2007";"07:32:00";3.492;0.114;237.96;14.6;0;0;17;2007-02-01 07:32:00
"1/2/2007";"07:34:00";3.73;0.114;237.61;15.6;0;0;18;2007-02-01 07:34:00
"1/2/2007";"07:36:00";3.904;0.108;236.51;16.4;0;0;17;2007-02-01 07:36:00
"1/2/2007";"07:38:00";5.268;0.102;236.55;23.4;0;0;17;2007-02-01 07:38:00
"1/2/2007";"07:40:00";5.024;0;236.41;21.6;0;0;17;2007-02-01 07:40:00
"1/2/2007";"07:42:00";4.684;0;236.48;19.8;0;0;17;2007-02-01 07:42:00
"1/2/2007";"07:44:00";3.552;0;237.91;14.8;0;0;17;2007-02-01 07:44:00
"1/2/2007";"07:46:00";3.286;0;237.14;13.8;0;0;18;2007-02-01 07:46:00
"1/2/2007";"07:48:00";3.196;0;236.65;13.4;0;0;17;2007-02-01 07:48:00
"1/2/2007";"07:50:00";3.406;0.166;236.64;14.4;0;0;17;2007-02-01 07:50:00
"1/2/2007";"07:52:00";2.96;0.146;236.3;12.4;0;0;18;2007-02-01 07:52:00
"1/2/2007";"07:54:00";2.58;0;236.75;10.8;0;0;17;2007-02-01 07:54:00
"1/2/2007";"07:56:00";2.546;0;235.46;10.8;0;0;17;2007-02-01 07:56:00
"1/2/2007";"07:58:00";2.678;0.102;236.8;11.2;0;0;17;2007-02-01 07:58:00
"1/2/2007";"08:00:00";2.832;0.22;235.97;12;0;0;17;2007-02-01 08:00:00
"1/2/2007";"08:02:00";2.728;0.196;235.77;11.6;0;0;17;2007-02-01 08:02:00
"1/2/2007";"08:04:00";2.694;0.19;234.29;11.4;0;0;16;2007-02-01 08:04:00
"1/2/2007";"08:06:00";2.812;0.188;234.29;12;0;0;17;2007-02-01 08:06:00
"1/2/2007";"08:08:00";2.886;0.214;233.84;12.4;0;0;17;2007-02-01 08:08:00
"1/2/2007";"08:10:00";2.878;0.2;234.55;12.2;1;0;17;2007-02-01 08:10:00
"1/2/2007";"08:12:00";2.766;0.198;234.08;11.8;1;0;17;2007-02-01 08:12:00
"1/2/2007";"08:14:00";2.516;0;235.01;10.6;1;0;17;2007-02-01 08:14:00
"1/2/2007";"08:16:00";2.99;0.186;237.83;12.6;1;0;17;2007-02-01 08:16:00
"1/2/2007";"08:18:00";2.664;0;238.59;11;2;0;18;2007-02-01 08:18:00
"1/2/2007";"08:20:00";2.702;0;238.42;11.2;1;0;18;2007-02-01 08:20:00
"1/2/2007";"08:22:00";3.246;0;238.01;13.8;2;0;18;2007-02-01 08:22:00
"1/2/2007";"08:24:00";2.768;0;237.86;11.6;1;0;17;2007-02-01 08:24:00
"1/2/2007";"08:26:00";2.75;0;237.47;11.6;1;0;17;2007-02-01 08:26:00
"1/2/2007";"08:28:00";2.764;0;237.45;11.6;1;0;18;2007-02-01 08:28:00
"1/2/2007";"08:30:00";4.982;0;236.12;21;38;0;17;2007-02-01 08:30:00
"1/2/2007";"08:32:00";5.02;0;235.42;21.2;37;0;17;2007-02-01 08:32:00
"1/2/2007";"08:34:00";4.866;0;234.55;20.6;37;0;17;2007-02-01 08:34:00
"1/2/2007";"08:36:00";4.888;0;236.07;20.6;37;0;17;2007-02-01 08:36:00
"1/2/2007";"08:38:00";4.506;0;234.93;19;37;0;17;2007-02-01 08:38:00
"1/2/2007";"08:40:00";4.718;0.088;234.17;20;37;0;16;2007-02-01 08:40:00
"1/2/2007";"08:42:00";4.672;0.09;235.15;19.8;37;0;17;2007-02-01 08:42:00
"1/2/2007";"08:44:00";2.588;0.182;237.12;11;1;0;18;2007-02-01 08:44:00
"1/2/2007";"08:46:00";2.904;0.408;237.01;12.2;2;1;17;2007-02-01 08:46:00
"1/2/2007";"08:48:00";2.98;0.482;236.67;12.6;1;2;18;2007-02-01 08:48:00
"1/2/2007";"08:50:00";2.968;0.494;236.34;12.6;1;1;17;2007-02-01 08:50:00
"1/2/2007";"08:52:00";2.96;0.49;235.71;12.6;1;1;17;2007-02-01 08:52:00
"1/2/2007";"08:54:00";2.898;0.464;235.85;12.4;1;1;17;2007-02-01 08:54:00
"1/2/2007";"08:56:00";2.746;0.194;236.25;11.6;2;2;17;2007-02-01 08:56:00
"1/2/2007";"08:58:00";2.754;0.196;236.76;11.6;1;1;18;2007-02-01 08:58:00
"1/2/2007";"09:00:00";3.26;0.136;236.02;14;1;1;17;2007-02-01 09:00:00
"1/2/2007";"09:02:00";2.406;0.106;237.48;10;1;2;17;2007-02-01 09:02:00
"1/2/2007";"09:04:00";2.164;0.106;237.98;9.2;1;1;17;2007-02-01 09:04:00
"1/2/2007";"09:06:00";1.898;0.102;237.72;8;2;2;17;2007-02-01 09:06:00
"1/2/2007";"09:08:00";1.908;0.104;238.19;8;1;1;18;2007-02-01 09:08:00
"1/2/2007";"09:10:00";1.904;0.104;237.88;8;1;1;17;2007-02-01 09:10:00
"1/2/2007";"09:12:00";1.9;0.102;237.7;8;1;1;17;2007-02-01 09:12:00
"1/2/2007";"09:14:00";1.84;0;238.28;7.6;1;0;18;2007-02-01 09:14:00
"1/2/2007";"09:16:00";1.83;0;237.68;7.6;2;0;17;2007-02-01 09:16:00
"1/2/2007";"09:18:00";1.658;0;237.34;7;1;0;17;2007-02-01 09:18:00
"1/2/2007";"09:20:00";1.722;0.056;236.79;7.2;2;0;17;2007-02-01 09:20:00
"1/2/2007";"09:22:00";1.768;0.116;237.31;7.4;1;0;17;2007-02-01 09:22:00
"1/2/2007";"09:24:00";1.842;0.118;237.74;7.8;1;0;17;2007-02-01 09:24:00
"1/2/2007";"09:26:00";1.444;0.12;237.6;6;1;0;17;2007-02-01 09:26:00
"1/2/2007";"09:28:00";1.448;0.124;238.27;6;1;0;18;2007-02-01 09:28:00
